-1, -1, -1, -1, -1, -1, 
0.2545, 0.4647, 0.316, 0.3696, 1.6759, 0.2503, 
1.5253, 1.5751, 2.5297, 2.3711, 1.5395, 1.9877, 
15.2985, 13.6665, 26.8545, 26.8849, 13.702, 21.7869, 
0.2496, 0.4708, 0.7221, 0.2945, 0.4665, 0.2435, 
1.9489, 1.4492, 50.7244, 2.2816, 1.5055, 1.9689, 
20.5325, 13.5264, 4976.06, 26.8981, 13.7219, 21.875, 
0.2375, 0.4983, 0.5799, 0.3147, 0.5599, 0.2766, 
1.648, 1.5765, 35.3116, 2.4292, 1.6755, 2.116, 
16.5991, 13.5775, 3391.03, 29.5345, 14.4958, 25.5717, 
